Report ID: 286068,,,,,,,,,
Project ID: AWQC-148078,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.194,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,TKN as N,"TKN as Nitrogen",3.46,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",15.5,µg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",2.86,µg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",196,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",240,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Chloride,"Chloride",49200,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,pH,"pH",8.0,pH units
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,pH,"Temperature at which pH is measured",22.9,°C
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Silica - Reactive,"Silica - Reactive",0.35,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Turbidity,"Turbidity",6.7,NTU
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Volatile Suspended Solids,"Fixed Solids",<1,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Volatile Suspended Solids,"Volatile Suspended Solids",8,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Suspended Solids,"Suspended Solids",8,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Total Organic Carbon,"Total Organic Carbon",21.0,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Dissolved Organic Carbon,"Dissolved Organic Carbon",17.5,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Total Dissolved Solids by Evaporation,"Total Dissolved Solids (by evaporation)",77900,mg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Ammonia as N,"Ammonia as N",32,µg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus -Filterable Reactive as PO4",18.837,µg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus-Filterable Reactive as P",6.3,µg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate + Nitrite as N",5.8,µg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate + Nitrite as NO3",25.7,µg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate as Nitrogen",2.19,µg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Nitrite as N,"Nitrite as N",3.6,µg/L
2020-004-0959,10/06/2020 12:20:00 PM,11/06/2020 10:44:03 AM,31525,EPA - Villa de Yumpa,,Nitrogen - Total,"Nitrogen - Total",3.47,mg/L
2020-004-0960,10/06/2020 02:20:00 PM,11/06/2020 10:44:17 AM,353180,EPA -  Tauwitchere,,Phosphorus - Total,"Phosphorus - Total",0.130,mg/L
2020-004-0960,10/06/2020 02:20:00 PM,11/06/2020 10:44:17 AM,353180,EPA -  Tauwitchere,,TKN as N,"TKN as Nitrogen",1.65,mg/L
2020-004-0960,10/06/2020 02:20:00 PM,11/06/2020 10:44:17 AM,353180,EPA -  Tauwitchere,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",21.7,µg/L
2020-004-0960,10/06/2020 02:20:00 PM,11/06/2020 10:44:17 AM,353180,EPA -  Tauwitchere,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",5.60,µg/L
2020-004-0960,10/06/2020 02:20:00 PM,11/06/2020 10:44:17 AM,353180,EPA -  Tauwitchere,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",110,mg/L
2020-004-0960,10/06/2020 02:20:00 PM,11/06/2020 10:44:17 AM,353180,EPA -  Tauwitchere,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",135,mg/L
2020-004-0960,10/06/2020 02:20:00 PM,11/06/2020 10:44:17 AM,353180,EPA -  Tauwitchere,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2020-004-0960,10/06/2020 02:20:00 PM,11/06/2020 10:44:17 AM,353180,EPA -  Tauwitchere,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2020-004-0960,10/06/2020 02:20:00 PM,11/06/2020 10:44:17 AM,353180,EPA -  Tauwitchere,,Chloride,"Chloride",2580,mg/L
2020-004-0960,10/06/2020 02:20:00 PM,11/06/2020 10:44:17 AM,353180,EPA -  Tauwitchere,,pH,"pH",8.0,pH units
