Report ID: 274818,,,,,,,,,
Project ID: AWQC-144662,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2020-000-6801,21/01/2020 11:15:00 AM,22/01/2020 12:38:14 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.233,mg/L
2020-000-6801,21/01/2020 11:15:00 AM,22/01/2020 12:38:14 PM,31525,EPA - Villa de Yumpa,,TKN as N,"TKN as Nitrogen",6.36,mg/L
2020-000-6801,21/01/2020 11:15:00 AM,22/01/2020 12:38:14 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",65.8,µg/L
2020-000-6801,21/01/2020 11:15:00 AM,22/01/2020 12:38:14 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",15.6,µg/L
2020-000-6801,21/01/2020 11:15:00 AM,22/01/2020 12:38:14 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",214,mg/L
2020-000-6801,21/01/2020 11:15:00 AM,22/01/2020 12:38:14 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",261,mg/L
2020-000-6801,21/01/2020 11:15:00 AM,22/01/2020 12:38:14 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2020-000-6801,21/01/2020 11:15:00 AM,22/01/2020 12:38:14 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2020-000-6801,21/01/2020 11:15:00 AM,22/01/2020 12:38:14 PM,31525,EPA - Villa de Yumpa,,Chloride,"Chloride",55100,mg/L
2020-000-6801,21/01/2020 11:15:00 AM,22/01/2020 12:38:14 PM,31525,EPA - Villa de Yumpa,,pH,"pH",7.9,pH units
