Report ID: 283007,,,,,,,,,
Project ID: AWQC-147089,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.075,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,TKN as N,"TKN as Nitrogen",4.01,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",23.5,µg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",4.33,µg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",206,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",251,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,pH,"pH",8.0,pH units
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,pH,"Temperature at which pH is measured",22.4,°C
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Silica - Reactive,"Silica - Reactive",0.80,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Turbidity,"Turbidity",10,NTU
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Volatile Suspended Solids,"Fixed Solids",<1,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Volatile Suspended Solids,"Volatile Suspended Solids",14,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Suspended Solids,"Suspended Solids",14,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Total Organic Carbon,"Total Organic Carbon",26.7,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Dissolved Organic Carbon,"Dissolved Organic Carbon",21.7,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Total Dissolved Solids by Evaporation,"Total Dissolved Solids (by evaporation)",93800,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Ammonia as N,"Ammonia as N",25,µg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus -Filterable Reactive as PO4",34.983,µg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus-Filterable Reactive as P",11.7,µg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate + Nitrite as N",14.9,µg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate + Nitrite as NO3",66.0,µg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate as Nitrogen",7.61,µg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Nitrite as N,"Nitrite as N",7.3,µg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Nitrogen - Total,"Nitrogen - Total",4.02,mg/L
2020-003-1688,14/04/2020 04:59:00 AM,15/04/2020 04:05:15 PM,31525,EPA - Villa de Yumpa,,Chloride,"Chloride",47300,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Phosphorus - Total,"Phosphorus - Total",0.049,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,TKN as N,"TKN as Nitrogen",1.74,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",21.0,µg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",2.87,µg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",118,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",144,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Chloride,"Chloride",5510,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,pH,"pH",8.3,pH units
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,pH,"Temperature at which pH is measured",22.7,°C
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Silica - Reactive,"Silica - Reactive",0.25,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Turbidity,"Turbidity",15,NTU
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Volatile Suspended Solids,"Fixed Solids",11,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Volatile Suspended Solids,"Volatile Suspended Solids",22,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Suspended Solids,"Suspended Solids",33,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Total Organic Carbon,"Total Organic Carbon",25.5,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Dissolved Organic Carbon,"Dissolved Organic Carbon",21.3,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Total Dissolved Solids by Evaporation,"Total Dissolved Solids (by evaporation)",10700,mg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Ammonia as N,"Ammonia as N",8,µg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Phosphorus - Filterable Reactive as P,"Phosphorus -Filterable Reactive as PO4",27.807,µg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Phosphorus - Filterable Reactive as P,"Phosphorus-Filterable Reactive as P",9.3,µg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Nitrate + Nitrite as N,"Nitrate + Nitrite as N",6.1,µg/L
2020-003-1689,14/04/2020 04:59:00 AM,15/04/2020 04:04:58 PM,353180,EPA -  Tauwitchere,,Nitrate + Nitrite as N,"Nitrate + Nitrite as NO3",27.0,µg/L
