"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",2.00,"0.0007"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales",48.00,"0.0145"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Ankistrodesmus",97.00,"0.0127"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",1258.00,"0.0754"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Crucigenia",194.00,"0.0058"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Elakatothrix",48.00,"0.0021"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Hyaloraphidium",2.00,"0.0014"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Lagerheimia",48.00,"0.0241"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Monoraphidium",2.00,"0.0017"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Oocystis",290.00,"0.0871"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Planctonema",290.00,"0.2322"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Scenedesmus",194.00,"0.0483"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Staurastrum",48.00,"0.0967"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHLOROPHYCEAE","Tetraedron",48.00,"0.0072"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CHRYSOPHYCEAE","Other Chrysophyceae",97.00,"0.0338"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",97.00,"0.0309"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CYANOPHYCEAE","Aphanizomenonaceae family - straight",3290.00,"0.2204"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CYANOPHYCEAE","Limnolyngbya (Planktolyngbya circumcreta)
Limnolyngbya (Planktolyngbya circumcreta)",3968.00,"0.0194"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CYANOPHYCEAE","Planktolyngbya",88067.00,"0.3346"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CYANOPHYCEAE","Raphidiopsis raciborskii",823.00,"0.0345"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",11952.00,"0.0627"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"EUGLENOPHYCEAE","Euglena",48.00,"0.3387"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",774.00,"0.0619"
"ALS MELB","21-12031"," 6906822","Murray Mouth",24/2/2021 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",48.00,"0.0048"
"ALS MELB","21-12031"," 6906822","Murray Mouth",,"TOTAL_ALGAE",,111733.00,"1.7529"
"ALS MELB","21-12031"," 6906822","Murray Mouth",,"TOTAL_POTENTIALLY_TOXIC_BGA",,3290.00,"0.2204"
"ALS MELB","21-12031"," 6906822","Murray Mouth",,"TOTAL_TOXIC_BGA",,823.00,"3.4549"
