CUSTOMER,PROJECT,SAMPLE_NUMBER,SITE,SAMPDATE,CLASS_NAME,TAXA,TOTAL_CELL_COUNTS,TOTAL_BIOVOLUME
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,BACILLARIOPHYCEAE,Nitzschia,29785,11.914
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,BACILLARIOPHYCEAE,Pennales,49,0.0146
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,BACILLARIOPHYCEAE,Pennales (small <20um),49,0.0122
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,CHLOROPHYCEAE,Ankistrodesmoideae,293945,38.8
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,CHLOROPHYCEAE,Carteria,49,0.0146
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,CHLOROPHYCEAE,Chlamydomonads,49,0.0122
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,CHLOROPHYCEAE,Chlorococcoids (<10um),458008,27.48
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,CRYPTOPHYCEAE,Cryptomonads,391,0.125
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,CYANOPHYCEAE,Limnothrix/Geitlerinema/Anagnostidinema,244,0.0042
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,CYANOPHYCEAE,Synechococcales   small (iauv <20),2898438,15.216
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,DINOPHYCEAE,Gymnodiniales,49,0.0976
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,DINOPHYCEAE,Gymnodiniales (small),195,0.0976
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,OTHER PHYTOPLANKTON,Other small flagellates,977,0.0781
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,17/03/2022 0:00,OTHER PHYTOPLANKTON,Prasinophytes,98,0.0097
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,,TOTAL_ALGAE,,3682326,93.878
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,,TOTAL_POTENTIALLY_TOXIC_BGA,,244,0.0042
ALS MELB,22-15545,7394986,1.8km W of Salt Ck,,TOTAL_TOXIC_BGA,,0,0
