CUSTOMER,PROJECT,SAMPLE_NUMBER,SITE,SAMPDATE,CLASS_NAME,TAXA,TOTAL_CELL_COUNTS,TOTAL_BIOVOLUME
ALS MELB,22-15545,7394992,Morella Creek @Gauge,17/03/2022 0:00,BACILLARIOPHYCEAE,Pennales,389,0.1168
ALS MELB,22-15545,7394992,Morella Creek @Gauge,17/03/2022 0:00,CHLOROPHYCEAE,Chlorococcoids (<10um),1558,0.0934
ALS MELB,22-15545,7394992,Morella Creek @Gauge,17/03/2022 0:00,CHLOROPHYCEAE,Dictyosphaerium,974,0.0194
ALS MELB,22-15545,7394992,Morella Creek @Gauge,17/03/2022 0:00,CHRYSOPHYCEAE,Other Chrysophyceae,49,0.017
ALS MELB,22-15545,7394992,Morella Creek @Gauge,17/03/2022 0:00,CRYPTOPHYCEAE,Cryptomonads,49,0.0155
ALS MELB,22-15545,7394992,Morella Creek @Gauge,17/03/2022 0:00,CYANOPHYCEAE,Chroococcus  (small cells),292,0.0035
ALS MELB,22-15545,7394992,Morella Creek @Gauge,17/03/2022 0:00,CYANOPHYCEAE,Synechococcales   small (iauv <20),5695,0.0299
ALS MELB,22-15545,7394992,Morella Creek @Gauge,17/03/2022 0:00,DINOPHYCEAE,Gymnodiniales (small),97,0.0486
ALS MELB,22-15545,7394992,Morella Creek @Gauge,17/03/2022 0:00,OTHER PHYTOPLANKTON,Other small flagellates,195,0.0155
ALS MELB,22-15545,7394992,Morella Creek @Gauge,,TOTAL_ALGAE,,9298,0.36
ALS MELB,22-15545,7394992,Morella Creek @Gauge,,TOTAL_POTENTIALLY_TOXIC_BGA,,0,0
ALS MELB,22-15545,7394992,Morella Creek @Gauge,,TOTAL_TOXIC_BGA,,0,0
