"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"BACILLARIOPHYCEAE","Amphora",48.00,"0.0242"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",48.00,"0.0193"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales",48.00,"0.0145"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",97.00,"0.0243"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",5229.00,"0.6902"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",726.00,"0.0435"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",48.00,"0.0154"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",941222.00,"4.9414"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales",145.00,"0.2905"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",145.00,"0.0726"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",533.00,"0.0426"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",145.00,"0.0145"
"ALS MELB","21-46438"," 7171295","Parnka Point",22/9/2021 0:00:00,"OTHER PHYTOPLANKTON","Raphidophytes",48.00,"0.3389"
"ALS MELB","21-46438"," 7171295","Parnka Point",,"TOTAL_ALGAE",,948482.00,"6.5322"
"ALS MELB","21-46438"," 7171295","Parnka Point",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-46438"," 7171295","Parnka Point",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
