"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",20/1/2022 0:00:00,"BACILLARIOPHYCEAE","Centrales",49.00,"0.0098"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",20/1/2022 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",14805.00,"5.9221"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",20/1/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",33337.00,"8.3674"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",20/1/2022 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",158839.00,"20.966"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",20/1/2022 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",549073.00,"32.944"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",20/1/2022 0:00:00,"CHRYSOPHYCEAE","Other Chrysophyceae",78.00,"0.0274"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",20/1/2022 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",441.00,"0.1411"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",20/1/2022 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",2676733.00,"14.052"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",20/1/2022 0:00:00,"DINOPHYCEAE","Gymnodiniales",784.00,"1.5687"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",20/1/2022 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",441.00,"0.2206"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",,"TOTAL_ALGAE",,3434580.00,"84.221"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","22-06265"," 7328742","Salt Creek Outlet",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
