Report ID: 354895,,,,,,,,,
Project ID: AWQC-177431,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,TKN as N,"TKN as Nitrogen",3.56,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.135,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",20.5,µg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",7.17,µg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Algae - Total",1210000,cells/mL
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Blue Green Algae - Total",0,cells/mL
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Diatoms - Total",22500,cells/mL
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Geosmin-MIB producing BGA - Total",0,cells/mL
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Green Algae - Total",1190000,cells/mL
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Toxin producing BGA - Total",0,cells/mL
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Chlorella",34.0,mm3/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Unicellular green algae small_spp",5.81,mm3/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Phytoflagellates small_spp",1.53,mm3/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Blue_Green Algae Biovolume",0.00,mm3/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Diatom Biovolume",Not Calculated,mm3/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Green Algae Biovolume",Not Calculated,mm3/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Toxic BGA Biovolume",0.00,mm3/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",200,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",244,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Dissolved Organic Carbon,"Dissolved Organic Carbon",17.9,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Conductivity",76800,µS/cm
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Note",Conductivity measurement is corrected to 25°C,
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Total Dissolved Solids (by EC)",60100,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Chloride,"Chloride",30400,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Turbidity,"Turbidity",12,NTU
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Total Organic Carbon,"Total Organic Carbon",22.2,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Suspended Solids,"Suspended Solids",15,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Silica - Reactive,"Silica - Reactive",0.49,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,pH,"pH",8.2,pH units
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,pH,"Temperature at which pH is measured",23.2,°C
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate + Nitrite as N",16.4,µg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate + Nitrite as NO3",72.7,µg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus -Filterable Reactive as PO4",<1.5,µg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus-Filterable Reactive as P",<0.5,µg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Ammonia as N,"Ammonia as N",43,µg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Nitrogen - Total,"Nitrogen - Total",3.58,mg/L
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Chlorella",756000,cells/mL
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Unicellular green algae small_spp",412000,cells/mL
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Phytoflagellates small_spp",19600,cells/mL
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Pennate diatoms small_spp",22500,cells/mL
2022-009-9432,20/12/2022 10:50:00 AM,20/12/2022 04:12:03 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Phytoflagellates",450,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,TKN as N,"TKN as Nitrogen",1.72,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Phosphorus - Total,"Phosphorus - Total",0.063,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",13.6,µg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",3.37,µg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Count - Total,"Algae - Total",260,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Count - Total,"Blue Green Algae - Total",0,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Count - Total,"Diatoms - Total",30,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Count - Total,"Geosmin-MIB producing BGA - Total",0,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Count - Total,"Green Algae - Total",64,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Count - Total,"Toxin producing BGA - Total",0,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Biovolume,"Monoraphidium",0.02,mm3/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Biovolume,"Cyclotella small_spp",<0.01,mm3/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Biovolume,"Scenedesmus",0.01,mm3/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Biovolume,"Cryptomonas",0.17,mm3/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Biovolume,"Total Blue_Green Algae Biovolume",0.00,mm3/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Biovolume,"Total Diatom Biovolume",<0.01,mm3/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Biovolume,"Total Green Algae Biovolume",Not Calculated,mm3/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Biovolume,"Total Toxic BGA Biovolume",0.00,mm3/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",108,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",132,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Dissolved Organic Carbon,"Dissolved Organic Carbon",11.1,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Conductivity & Total Dissolved Solids,"Conductivity",19600,µS/cm
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Conductivity & Total Dissolved Solids,"Note",Conductivity measurement is corrected to 25°C,
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Conductivity & Total Dissolved Solids,"Total Dissolved Solids (by EC)",12000,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Chloride,"Chloride",6500,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Turbidity,"Turbidity",8.4,NTU
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Total Organic Carbon,"Total Organic Carbon",12.5,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Suspended Solids,"Suspended Solids",<1,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Silica - Reactive,"Silica - Reactive",3.44,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,pH,"pH",8.1,pH units
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,pH,"Temperature at which pH is measured",23.0,°C
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Nitrate + Nitrite as N,"Nitrate + Nitrite as N",4.3,µg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Nitrate + Nitrite as N,"Nitrate + Nitrite as NO3",19.0,µg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Phosphorus - Filterable Reactive as P,"Phosphorus -Filterable Reactive as PO4",12.558,µg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Phosphorus - Filterable Reactive as P,"Phosphorus-Filterable Reactive as P",4.2,µg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Ammonia as N,"Ammonia as N",99,µg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Nitrogen - Total,"Nitrogen - Total",1.72,mg/L
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Identification,"Heterocapsa",6,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Identification,"Monoraphidium",20,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Identification,"Cyclotella small_spp",30,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Identification,"Scenedesmus",40,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Identification,"Planctonema",4,cells/mL
2022-009-9433,19/12/2022 02:55:00 PM,20/12/2022 04:09:22 PM,31523,EPA - Long Point,,Algal Identification,"Cryptomonas",160,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,TKN as N,"TKN as Nitrogen",4.30,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Phosphorus - Total,"Phosphorus - Total",0.189,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",76.2,µg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",23.8,µg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Count - Total,"Algae - Total",1870000,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Count - Total,"Blue Green Algae - Total",0,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Count - Total,"Diatoms - Total",34900,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Count - Total,"Geosmin-MIB producing BGA - Total",0,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Count - Total,"Green Algae - Total",1830000,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Count - Total,"Toxin producing BGA - Total",0,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Biovolume,"Phytoflagellates small_spp",4.77,mm3/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Biovolume,"Chlorella",47.7,mm3/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Biovolume,"Unicellular green algae small_spp",10.00,mm3/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Biovolume,"Total Blue_Green Algae Biovolume",0.00,mm3/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Biovolume,"Total Diatom Biovolume",Not Calculated,mm3/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Biovolume,"Total Green Algae Biovolume",Not Calculated,mm3/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Biovolume,"Total Toxic BGA Biovolume",0.00,mm3/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",218,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",266,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Dissolved Organic Carbon,"Dissolved Organic Carbon",18.0,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Conductivity & Total Dissolved Solids,"Conductivity",82500,µS/cm
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Conductivity & Total Dissolved Solids,"Note",Conductivity measurement is corrected to 25°C,
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Conductivity & Total Dissolved Solids,"Total Dissolved Solids (by EC)",65900,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Chloride,"Chloride",34000,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Turbidity,"Turbidity",16,NTU
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Total Organic Carbon,"Total Organic Carbon",28.8,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Suspended Solids,"Suspended Solids",45,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Silica - Reactive,"Silica - Reactive",2.85,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,pH,"pH",8.2,pH units
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,pH,"Temperature at which pH is measured",23.0,°C
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Nitrate + Nitrite as N,"Nitrate + Nitrite as N",2.7,µg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Nitrate + Nitrite as N,"Nitrate + Nitrite as NO3",12.0,µg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Phosphorus - Filterable Reactive as P,"Phosphorus -Filterable Reactive as PO4",<1.5,µg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Phosphorus - Filterable Reactive as P,"Phosphorus-Filterable Reactive as P",<0.5,µg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Ammonia as N,"Ammonia as N",30,µg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Nitrogen - Total,"Nitrogen - Total",4.30,mg/L
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Identification,"Chlorella",1060000,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Identification,"Unicellular green algae small_spp",709000,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Identification,"Phytoflagellates small_spp",61000,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Identification,"Pennate diatoms small_spp",34900,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Identification,"Phytoflagellates",1250,cells/mL
2022-009-9434,20/12/2022 09:45:00 AM,20/12/2022 04:09:50 PM,31526,EPA - Nth Jack Point,,Algal Identification,"Heterocapsa",120,cells/mL
2022-009-9435,20/12/2022 08:50:00 AM,20/12/2022 04:11:12 PM,31515,EPA - Snipe Point,,TKN as N,"TKN as Nitrogen",3.83,mg/L
2022-009-9435,20/12/2022 08:50:00 AM,20/12/2022 04:11:12 PM,31515,EPA - Snipe Point,,Phosphorus - Total,"Phosphorus - Total",0.166,mg/L
2022-009-9435,20/12/2022 08:50:00 AM,20/12/2022 04:11:12 PM,31515,EPA - Snipe Point,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",48.3,µg/L
2022-009-9435,20/12/2022 08:50:00 AM,20/12/2022 04:11:12 PM,31515,EPA - Snipe Point,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",14.3,µg/L
