Report ID: 367922,,,,,,,,,
Project ID: AWQC-182874,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",112,µg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",38.4,µg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.062,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,TKN as N,"TKN as Nitrogen",3.73,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,pH,"pH",7.8,pH units
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,pH,"Temperature at which pH is measured",21.9,°C
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Suspended Solids,"Suspended Solids",13,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Dissolved Organic Carbon,"Dissolved Organic Carbon",17.7,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Total Organic Carbon,"Total Organic Carbon",22.4,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Chloride,"Chloride",25700,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Conductivity",63800,µS/cm
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Note",Conductivity measurement is corrected to 25°C,
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Total Dissolved Solids (by EC)",47400,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",183,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",224,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Turbidity,"Turbidity",14,NTU
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus -Filterable Reactive as PO4",<1.5,µg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus-Filterable Reactive as P",<0.5,µg/L
2023-003-7628,28/06/2023 09:59:00 AM,28/06/2023 04:12:15 PM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate + Nitrite as N",7.3,µg/L
