Report ID: 371979,,,,,,,,,
Project ID: AWQC-186821,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Chlorella",71.1,mm3/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Cyclotella",0.10,mm3/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Navicula",0.02,mm3/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Chroomonas",<0.01,mm3/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Blue_Green Algae Biovolume",0.00,mm3/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Diatom Biovolume",0.12,mm3/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Green Algae Biovolume",Not Calculated,mm3/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Toxic BGA Biovolume",0.00,mm3/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Algae - Total",1690000,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Blue Green Algae - Total",0,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Diatoms - Total",220,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Geosmin-MIB producing BGA - Total",0,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Green Algae - Total",1690000,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Toxin producing BGA - Total",0,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",168,µg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",66.1,µg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.135,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Silica - Reactive,"Silica - Reactive",5.84,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Suspended Solids,"Suspended Solids",58,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Dissolved Organic Carbon,"Dissolved Organic Carbon",20.6,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Chloride,"Chloride",25500,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Conductivity",69000,µS/cm
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Note",Conductivity measurement is corrected to 25°C,
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Total Dissolved Solids (by EC)",52400,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",213,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",260,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Total Organic Carbon,"Total Organic Carbon",29.6,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Turbidity,"Turbidity",25,NTU
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Ammonia as N,"Ammonia as N",25,µg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus -Filterable Reactive as PO4",5.681,µg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus-Filterable Reactive as P",1.9,µg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Nitrite as N,"Nitrite as N",0.7,µg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate + Nitrite as N",5.1,µg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate + Nitrite as NO3",22.6,µg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Nitrate + Nitrite as N,"Nitrate as Nitrogen",4.42,µg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Nitrogen - Total,"Nitrogen - Total",4.72,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,TKN as N,"TKN as Nitrogen",4.71,mg/L
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,pH,"pH",8.2,pH units
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,pH,"Temperature at which pH is measured",22.4,°C
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Chlorella",1580000,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Unicellular green algae",112000,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Cyclotella",200,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Chroomonas",20,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Navicula",20,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Phytoflagellates",200,cells/mL
2023-007-2373,28/09/2023 10:25:00 AM,28/09/2023 04:38:34 PM,31525,EPA - Villa de Yumpa,,Algal Identification,"Heterocapsa",10,cells/mL
2023-007-2374,27/09/2023 02:23:00 PM,28/09/2023 04:38:05 PM,31523,EPA - Long Point,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2023-007-2374,27/09/2023 02:23:00 PM,28/09/2023 04:38:05 PM,31523,EPA - Long Point,,Algal Biovolume,"Chlorella",<0.01,mm3/L
2023-007-2374,27/09/2023 02:23:00 PM,28/09/2023 04:38:05 PM,31523,EPA - Long Point,,Algal Biovolume,"Nitzschia",0.03,mm3/L
2023-007-2374,27/09/2023 02:23:00 PM,28/09/2023 04:38:05 PM,31523,EPA - Long Point,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
