ISOTime,FLOW,SAL,TEMP
01/01/2010 00:00:00,0.0000,0.0000,0.0000
02/01/2010 00:00:00,0.0000,0.0000,0.0000
03/01/2010 00:00:00,0.0000,0.0000,0.0000
04/01/2010 00:00:00,0.0000,0.0000,0.0000
05/01/2010 00:00:00,0.0000,0.0000,0.0000
06/01/2010 00:00:00,0.0000,0.0000,0.0000
07/01/2010 00:00:00,0.0000,0.0000,0.0000
08/01/2010 00:00:00,0.0000,0.0000,0.0000
09/01/2010 00:00:00,0.0000,0.0000,0.0000
10/01/2010 00:00:00,0.0000,0.0000,0.0000
11/01/2010 00:00:00,0.0000,0.0000,0.0000
12/01/2010 00:00:00,0.0000,3.3727,21.1650
13/01/2010 00:00:00,0.0000,3.1963,17.5625
14/01/2010 00:00:00,0.0000,0.0000,0.0000
15/01/2010 00:00:00,0.0000,0.0000,0.0000
16/01/2010 00:00:00,0.0000,0.0000,0.0000
17/01/2010 00:00:00,0.0000,0.0000,0.0000
18/01/2010 00:00:00,0.0000,0.0000,0.0000
19/01/2010 00:00:00,0.0000,0.0000,0.0000
20/01/2010 00:00:00,0.0000,0.0000,0.0000
21/01/2010 00:00:00,0.0000,0.0000,0.0000
22/01/2010 00:00:00,0.0000,0.0000,0.0000
23/01/2010 00:00:00,0.0000,0.0000,0.0000
24/01/2010 00:00:00,0.0000,0.0000,0.0000
25/01/2010 00:00:00,0.0000,0.0000,0.0000
26/01/2010 00:00:00,0.0000,0.0000,0.0000
27/01/2010 00:00:00,0.0000,0.0000,0.0000
28/01/2010 00:00:00,0.0000,0.0000,0.0000
29/01/2010 00:00:00,0.0000,0.0000,0.0000
30/01/2010 00:00:00,0.0000,0.0000,0.0000
31/01/2010 00:00:00,0.0000,0.0000,0.0000
01/02/2010 00:00:00,0.0000,0.0000,0.0000
02/02/2010 00:00:00,0.0000,0.0000,0.0000
03/02/2010 00:00:00,0.0000,0.0000,0.0000
04/02/2010 00:00:00,0.0000,0.0000,0.0000
05/02/2010 00:00:00,0.0000,0.0000,0.0000
06/02/2010 00:00:00,0.0000,0.0000,0.0000
07/02/2010 00:00:00,0.0000,0.0000,0.0000
08/02/2010 00:00:00,0.0000,0.0000,0.0000
09/02/2010 00:00:00,0.0000,0.0000,0.0000
10/02/2010 00:00:00,0.0000,0.0000,0.0000
11/02/2010 00:00:00,0.0000,0.0000,0.0000
12/02/2010 00:00:00,0.0000,0.0000,0.0000
13/02/2010 00:00:00,0.0000,0.0000,0.0000
14/02/2010 00:00:00,0.0000,0.0000,0.0000
15/02/2010 00:00:00,0.0000,0.0000,0.0000
16/02/2010 00:00:00,0.0000,0.0000,0.0000
17/02/2010 00:00:00,0.0000,0.0000,0.0000
18/02/2010 00:00:00,0.0000,0.0000,0.0000
19/02/2010 00:00:00,0.0000,0.0000,0.0000
20/02/2010 00:00:00,0.0000,0.0000,0.0000
