File Name,File Path,Site Name,Var Name,Units,Date,Val
00104054_S-104.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1B\AWQC Results\2022 Results\Dec,EPA - Villa de Yumpa,TKN as Nitrogen,mg/L,20/12/2022 10:50:00 AM,3.5600
00104054_S-104.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1B\AWQC Results\2022 Results\Dec,EPA - Villa de Yumpa,Phosphorus - Total,mg/L,20/12/2022 10:50:00 AM,0.1350
00104054_S-104.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1B\AWQC Results\2022 Results\Dec,EPA - Villa de Yumpa,Chlorophyll a,µg/L,20/12/2022 10:50:00 AM,20.5000
00104054_S-104.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1B\AWQC Results\2022 Results\Dec,EPA - Villa de Yumpa,Phaeophytin a,µg/L,20/12/2022 10:50:00 AM,7.1700
00104054_S-104.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1B\AWQC Results\2022 Results\Dec,EPA - Villa de Yumpa,Algae - Total,cells/mL,20/12/2022 10:50:00 AM,1210000.0000
00104054_S-104.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1B\AWQC Results\2022 Results\Dec,EPA - Villa de Yumpa,Blue Green Algae - Total,cells/mL,20/12/2022 10:50:00 AM,0.0000
00104054_S-104.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1B\AWQC Results\2022 Results\Dec,EPA - Villa de Yumpa,Diatoms - Total,cells/mL,20/12/2022 10:50:00 AM,22500.0000
00104054_S-104.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1B\AWQC Results\2022 Results\Dec,EPA - Villa de Yumpa,Geosmin-MIB producing BGA - Total,cells/mL,20/12/2022 10:50:00 AM,0.0000
00104054_S-104.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1B\AWQC Results\2022 Results\Dec,EPA - Villa de Yumpa,Green Algae - Total,cells/mL,20/12/2022 10:50:00 AM,1190000.0000
00104054_S-104.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1B\AWQC Results\2022 Results\Dec,EPA - Villa de Yumpa,Toxin producing BGA - Total,cells/mL,20/12/2022 10:50:00 AM,0.0000
