"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Amphora",2.00,"0.0009"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Naviculales",2653.00,"3.7137"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales",4.00,"0.0011"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",47.00,"0.0061"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"CHLOROPHYCEAE","Chlamydomonads",2.00,"0.0004"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",20849.00,"1.2509"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",1955.00,"0.6254"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",481199.00,"2.5262"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"DINOPHYCEAE","Gymnodiniales",419.00,"0.8376"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",47.00,"0.0232"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"DINOPHYCEAE","Peridiniales",93.00,"0.4653"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",186.00,"0.0148"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",2/6/2022 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",47.00,"0.0046"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",,"TOTAL_ALGAE",,507503.00,"9.4709"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS_MELB","22-48116"," 239361","1.8km W of Salt Ck",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
