"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Amphora",48.00,"0.0242"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Centrales",97.00,"0.0193"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Chaetoceros",4164.00,"0.8327"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Entomoneis",2.00,"0.0019"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Naviculales",48.00,"0.0677"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",872.00,"0.3486"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales",242.00,"0.0726"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",387.00,"0.0972"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",11620.00,"1.5338"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",28808.00,"1.7284"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"CHLOROPHYCEAE","Monoraphidium  (small)",484.00,"0.0077"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",242.00,"0.0774"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",329234.00,"1.7284"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"DINOPHYCEAE","Gymnodiniales",97.00,"0.1936"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",48.00,"0.0242"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"DINOPHYCEAE","Peridiniales",2.00,"0.0096"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",2/6/2022 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",145.00,"0.0145"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",,"TOTAL_ALGAE",,376540.00,"6.7826"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS_MELB","22-48116"," 239355","Villa de Yumpa",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
