"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","22-11365"," 7366800","Noonameena",22/2/2022 0:00:00,"BACILLARIOPHYCEAE","Chaetoceros",145.00,"0.0290"
"ALS MELB","22-11365"," 7366800","Noonameena",22/2/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales",145.00,"0.0435"
"ALS MELB","22-11365"," 7366800","Noonameena",22/2/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",97.00,"0.0243"
"ALS MELB","22-11365"," 7366800","Noonameena",22/2/2022 0:00:00,"CHLOROPHYCEAE","Chlorococcoids",726.00,"0.3631"
"ALS MELB","22-11365"," 7366800","Noonameena",22/2/2022 0:00:00,"CHLOROPHYCEAE","Monoraphidium  (small)",48.00,"0.0007"
"ALS MELB","22-11365"," 7366800","Noonameena",22/2/2022 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",533.00,"0.0028"
"ALS MELB","22-11365"," 7366800","Noonameena",22/2/2022 0:00:00,"DINOPHYCEAE","Dinoflagellates",48.00,"0.9683"
"ALS MELB","22-11365"," 7366800","Noonameena",22/2/2022 0:00:00,"DINOPHYCEAE","Gymnodiniales",48.00,"0.0968"
"ALS MELB","22-11365"," 7366800","Noonameena",22/2/2022 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",387.00,"0.0309"
"ALS MELB","22-11365"," 7366800","Noonameena",22/2/2022 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",48.00,"0.0048"
"ALS MELB","22-11365"," 7366800","Noonameena",,"TOTAL_ALGAE",,2225.00,"1.5646"
"ALS MELB","22-11365"," 7366800","Noonameena",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","22-11365"," 7366800","Noonameena",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
