"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"BACILLARIOPHYCEAE","Centrales",50.00,"0.0099"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"BACILLARIOPHYCEAE","Chaetoceros",50.00,"0.0099"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales",348.00,"0.1045"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",199.00,"0.0499"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",5077.00,"0.3046"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"CHLOROPHYCEAE","Oocystis",100.00,"0.0298"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",100.00,"0.0318"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",139359.00,"0.7316"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"DINOPHYCEAE","Dinoflagellates",50.00,"0.9954"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"DINOPHYCEAE","Gymnodiniales",50.00,"0.0995"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",100.00,"0.0497"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",498.00,"0.0398"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",22/2/2022 0:00:00,"OTHER PHYTOPLANKTON","Raphidophytes",149.00,"1.0451"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",,"TOTAL_ALGAE",,146130.00,"3.5020"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","22-11365"," 7366802","McGrath Flat North",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
