Report ID: 355734,,,,,,,,,
Project ID: AWQC-178337,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,TKN as N,"TKN as Nitrogen",2.72,mg/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.116,mg/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",45.4,µg/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",19.5,µg/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Algae - Total",1050000,cells/mL
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Blue Green Algae - Total",860,cells/mL
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Diatoms - Total",60,cells/mL
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Geosmin-MIB producing BGA - Total",0,cells/mL
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Green Algae - Total",1050000,cells/mL
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Toxin producing BGA - Total",0,cells/mL
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Planktolyngbya",<0.01,mm3/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Nitzschia",0.04,mm3/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Navicula",0.01,mm3/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Chlorella",40.5,mm3/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Blue_Green Algae Biovolume",<0.01,mm3/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Diatom Biovolume",Not Calculated,mm3/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Green Algae Biovolume",Not Calculated,mm3/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Toxic BGA Biovolume",0.00,mm3/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",189,mg/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",231,mg/L
2022-010-8591,20/01/2023 10:40:00 AM,20/01/2023 03:42:12 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
