Report ID: 352886,,,,,,,,,
Project ID: AWQC-176938,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",32.3,µg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",12.4,µg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Algae - Total",643000,cells/mL
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Blue Green Algae - Total",0,cells/mL
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Diatoms - Total",134,cells/mL
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Geosmin-MIB producing BGA - Total",0,cells/mL
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Green Algae - Total",643000,cells/mL
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Toxin producing BGA - Total",0,cells/mL
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Chlorella",20.2,mm3/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Blue_Green Algae Biovolume",0.00,mm3/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Diatom Biovolume",Not Calculated,mm3/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Green Algae Biovolume",Not Calculated,mm3/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Toxic BGA Biovolume",0.00,mm3/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.093,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,pH,"pH",8.2,pH units
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,pH,"Temperature at which pH is measured",22.6,°C
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Suspended Solids,"Suspended Solids",4,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Silica - Reactive,"Silica - Reactive",0.34,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Dissolved Organic Carbon,"Dissolved Organic Carbon",15.0,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Total Organic Carbon,"Total Organic Carbon",19.3,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Chloride,"Chloride",24600,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Conductivity",63000,µS/cm
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Note",Conductivity measurement is corrected to 25°C,
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Total Dissolved Solids (by EC)",46700,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",183,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",223,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Turbidity,"Turbidity",9.5,NTU
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus -Filterable Reactive as PO4",5.98,µg/L
2022-009-2575,24/11/2022 10:25:00 AM,24/11/2022 03:58:08 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Filterable Reactive as P,"Phosphorus-Filterable Reactive as P",2.0,µg/L
