"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",336.00,"0.1345"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales",48.00,"0.0144"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",144.00,"0.0361"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",7495.00,"0.9893"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"CHLOROPHYCEAE","Chlamydomonads",6.00,"0.0014"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",1489.00,"0.0893"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"CHRYSOPHYCEAE","Other Chrysophytes",96.00,"0.0192"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",48.00,"0.0153"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",604401.00,"3.1731"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",96.00,"0.0480"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",25/8/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",5765.00,"0.4612"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",,"TOTAL_ALGAE",,619924.00,"4.9822"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-41798"," 7136730","McGrath Flat North",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
