"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"BACILLARIOPHYCEAE","Naviculales",148.00,"0.2065"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales",49.00,"0.0147"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",197.00,"0.0493"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",541.00,"0.0324"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"CHLOROPHYCEAE","Crucigenia",590.00,"0.0177"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"CHLOROPHYCEAE","Oocystis",98.00,"0.0295"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"CHLOROPHYCEAE","Selenastrum",1574.00,"0.3933"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",98.00,"0.0314"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"CYANOPHYCEAE","Microcystis",49.00,"0.0036"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"CYANOPHYCEAE","Planktolyngbya",27390.00,"0.1040"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",639.00,"0.0033"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",17/3/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",246.00,"0.0196"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",,"TOTAL_ALGAE",,31619.00,"0.9059"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",,"TOTAL_POTENTIALLY_TOXIC_BGA",,49.00,"3.6388"
"ALS MELB","21-15798"," 6933873","Tilley Swamp Drain",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
