"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"BACILLARIOPHYCEAE","Centrales - (5-10um)",48.00,"0.0038"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"BACILLARIOPHYCEAE","Cocconeis",48.00,"0.0218"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"BACILLARIOPHYCEAE","Naviculales",48.00,"0.0678"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",48.00,"0.0194"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",4849.00,"0.2909"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"CHLOROPHYCEAE","Oocystis",582.00,"0.1745"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"CHLOROPHYCEAE","Selenastrum",3685.00,"0.9213"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",145.00,"0.0465"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"CYANOPHYCEAE","Planktolyngbya",1455.00,"0.0055"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",5819.00,"0.0305"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"DINOPHYCEAE","Dinoflagellates",48.00,"0.9698"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",97.00,"0.0484"
"ALS MELB","21-07778"," 6873997","Morella Creek",3/2/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",339.00,"0.0271"
"ALS MELB","21-07778"," 6873997","Morella Creek",,"TOTAL_ALGAE",,17211.00,"2.6279"
"ALS MELB","21-07778"," 6873997","Morella Creek",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-07778"," 6873997","Morella Creek",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
