Report ID: 357667,,,,,,,,,
Project ID: AWQC-179284,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Chlorella",22.4,mm3/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Phytoflagellates small_spp",0.17,mm3/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Blue_Green Algae Biovolume",0.00,mm3/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Diatom Biovolume",0.00,mm3/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Green Algae Biovolume",Not Calculated,mm3/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Toxic BGA Biovolume",0.00,mm3/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Algae - Total",607000,cells/mL
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Blue Green Algae - Total",0,cells/mL
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Diatoms - Total",0,cells/mL
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Geosmin-MIB producing BGA - Total",0,cells/mL
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Green Algae - Total",607000,cells/mL
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Toxin producing BGA - Total",0,cells/mL
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",25.3,µg/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",10.3,µg/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.074,mg/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,TKN as N,"TKN as Nitrogen",1.99,mg/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Total Organic Carbon,"Total Organic Carbon",20.5,mg/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Turbidity,"Turbidity",6.5,NTU
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,pH,"pH",8.0,pH units
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,pH,"Temperature at which pH is measured",22.0,°C
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Suspended Solids,"Suspended Solids",5,mg/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Chloride,"Chloride",27400,mg/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Conductivity",62800,µS/cm
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Note",Conductivity measurement is corrected to 25°C,
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Total Dissolved Solids (by EC)",46500,mg/L
2023-000-0657,15/02/2023 11:40:00 AM,15/02/2023 05:01:19 PM,31525,EPA - Villa de Yumpa,,Dissolved Organic Carbon,"Dissolved Organic Carbon",18.0,mg/L
