"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"BACILLARIOPHYCEAE","Naviculales",49.00,"0.0692"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",1336.00,"0.5343"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales",99.00,"0.0296"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",10886.00,"2.7323"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"BACILLARIOPHYCEAE","Pleurosigma",2.00,"0.0039"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",82138.00,"10.842"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",67293.00,"4.0376"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",99.00,"0.0316"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",1392380.00,"7.3100"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales",1089.00,"2.1771"
"ALS MELB","21-59669"," 7281153","Parnka Point",14/12/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",792.00,"0.3958"
"ALS MELB","21-59669"," 7281153","Parnka Point",,"TOTAL_ALGAE",,1556163.00,"28.164"
"ALS MELB","21-59669"," 7281153","Parnka Point",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-59669"," 7281153","Parnka Point",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
