"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",21/4/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales",49.00,"0.0147"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",21/4/2022 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",49.00,"0.0064"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",21/4/2022 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",295.00,"0.0177"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",21/4/2022 0:00:00,"CYANOPHYCEAE","Planktolyngbya",1475.00,"0.0056"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",21/4/2022 0:00:00,"CYANOPHYCEAE","Pseudanabaena",83.00,"0.0010"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",21/4/2022 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",1868.00,"0.0098"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",21/4/2022 0:00:00,"DINOPHYCEAE","Dinoflagellates",2.00,"0.0393"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",21/4/2022 0:00:00,"DINOPHYCEAE","Peridiniales",2.00,"0.0098"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",,"TOTAL_ALGAE",,3823.00,"0.1045"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","22-19601"," 7428789","Tilley U/S Morella",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
