Report ID: 368987,,,,,,,,,
Project ID: AWQC-185653,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Phosphorus - Total,"Phosphorus - Total",0.047,mg/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",29.7,µg/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",10.3,µg/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Count - Total,"Algae - Total",541000,cells/mL
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Count - Total,"Blue Green Algae - Total",517000,cells/mL
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Count - Total,"Diatoms - Total",120,cells/mL
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Count - Total,"Geosmin-MIB producing BGA - Total",3760,cells/mL
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Count - Total,"Green Algae - Total",23700,cells/mL
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Count - Total,"Toxin producing BGA - Total",0,cells/mL
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Anabaena",0.13,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Aulacoseira",0.29,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Phormidium narrow spp",0.01,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Dolichospermum planctonicum",<0.01,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Limnothrix",<0.01,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Planktolyngbya",0.04,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Pseudanabaena",0.04,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Oocystis sp_1_(small_cells)",0.20,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Scenedesmus",0.20,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Monoraphidium",0.94,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Actinastrum",0.31,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Crucigenia",0.19,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Cyclotella",0.01,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Kirchneriella",0.04,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Cyanodictyon",0.23,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Cyanogranis",0.02,mm3/L
2023-006-2399,15/08/2023 11:20:00 AM,16/08/2023 04:29:48 PM,351213,EPA - Murray Mouth,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
