"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",6212.00,"2.4847"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",49.00,"0.0121"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"CHLOROPHYCEAE","Carteria",2.00,"0.0005"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"CHLOROPHYCEAE","Chlamydomonads",49.00,"0.0121"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",36397.00,"2.1838"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",2.00,"0.0006"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"CYANOPHYCEAE","Planktolyngbya",1310.00,"0.0049"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"CYANOPHYCEAE","Pseudanabaena",60.00,"0.0007"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",287295.00,"1.5083"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"DINOPHYCEAE","Dinoflagellates",146.00,"2.9117"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",1165.00,"0.5823"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",340.00,"0.0271"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",12/5/2021 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",49.00,"0.0048"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",,"TOTAL_ALGAE",,333076.00,"9.7342"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-25384"," 7007876","Salt Creek Outlet",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
