Report ID: 363977,,,,,,,,,
Project ID: AWQC-182234,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Chlorella",52.2,mm3/L
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Blue_Green Algae Biovolume",0.00,mm3/L
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Diatom Biovolume",0.00,mm3/L
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Green Algae Biovolume",Not Calculated,mm3/L
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Biovolume,"Total Toxic BGA Biovolume",0.00,mm3/L
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Algae - Total",1330000,cells/mL
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Blue Green Algae - Total",0,cells/mL
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Diatoms - Total",0,cells/mL
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Geosmin-MIB producing BGA - Total",0,cells/mL
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Green Algae - Total",1330000,cells/mL
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Algal Count - Total,"Toxin producing BGA - Total",0,cells/mL
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",95.9,µg/L
2023-003-1044,18/05/2023 11:10:00 AM,19/05/2023 09:58:53 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",33.3,µg/L
