Report ID: 274244,,,,,,,,,
Project ID: AWQC-141861,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2019-008-6518,16/12/2019 02:40:00 PM,17/12/2019 10:45:44 AM,31525,EPA - Villa de Yumpa,,TKN as N,"TKN as Nitrogen",4.24,mg/L
2019-008-6518,16/12/2019 02:40:00 PM,17/12/2019 10:45:44 AM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.162,mg/L
2019-008-6518,16/12/2019 02:40:00 PM,17/12/2019 10:45:44 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",30.3,µg/L
2019-008-6518,16/12/2019 02:40:00 PM,17/12/2019 10:45:44 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",5.50,µg/L
2019-008-6518,16/12/2019 02:40:00 PM,17/12/2019 10:45:44 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & b,"Chlorophyll a",32.7,µg/L
2019-008-6518,16/12/2019 02:40:00 PM,17/12/2019 10:45:44 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & b,"Chlorophyll b",3.66,µg/L
2019-008-6518,16/12/2019 02:40:00 PM,17/12/2019 10:45:44 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & b,"Chlorophyll comment",Chlorophyll a & b results are the sum of chlorophyll & their degradation by products (Phaeophytins),
2019-008-6518,16/12/2019 02:40:00 PM,17/12/2019 10:45:44 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",191,mg/L
2019-008-6518,16/12/2019 02:40:00 PM,17/12/2019 10:45:44 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",233,mg/L
2019-008-6518,16/12/2019 02:40:00 PM,17/12/2019 10:45:44 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
