Report ID: 260827,,,,,,,,,
Project ID: AWQC-138250,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,TKN as N,"TKN as Nitrogen",4.29,mg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Phosphorus - Total,"Phosphorus - Total",0.176,mg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",64.0,µg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",13.4,µg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & b,"Chlorophyll a",70.3,µg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & b,"Chlorophyll b",7.43,µg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Chlorophyll a & b,"Chlorophyll comment",Chlorophyll a & b results are the sum of chlorophyll & their degradation by products (Phaeophytins),
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Alkalinity as Calcium Carbonate",211,mg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Bicarbonate",257,mg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Carbonate",0,mg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Alkalinity Carbonate  Bicarbonate and Hydroxide,"Hydroxide",0,mg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Conductivity",90500,µS/cm
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Conductivity & Total Dissolved Solids,"Total Dissolved Solids (by EC)",74500,mg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Chloride,"Chloride",33700,mg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Suspended Solids,"Suspended Solids",40,mg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,Silica - Reactive,"Silica - Reactive",2.09,mg/L
2019-004-9933,29/08/2019 10:10:00 AM,30/08/2019 09:19:30 AM,31525,EPA - Villa de Yumpa,,pH,"pH",8.1,pH units
