ID,NCS_fs1,NCS_fs2,NCS_fs3,PHY_mpb,OGM_om_sed_frac
8126,0.0300,0.0250,0.9450,50.0000,0.0060
8127,0.1630,0.0220,0.8150,50.0000,0.0326
8128,0.0300,0.0250,0.9450,200.0000,0.0060
8129,0.0300,0.0250,0.9450,200.0000,0.0060
8130,0.0300,0.0250,0.9450,200.0000,0.0060
8131,0.1630,0.0220,0.8150,50.0000,0.0326
8132,0.1630,0.0220,0.8150,50.0000,0.0326
8133,0.1630,0.0220,0.8150,50.0000,0.0326
8134,0.4990,0.0030,0.4980,0.0000,0.0998
8135,0.4990,0.0030,0.4980,0.0000,0.0998
8136,0.4990,0.0030,0.4980,0.0000,0.0998
8137,0.4990,0.0030,0.4980,0.0000,0.0998
8138,0.0300,0.0250,0.9450,50.0000,0.0060
8139,0.0300,0.0250,0.9450,200.0000,0.0060
8140,0.0300,0.0250,0.9450,200.0000,0.0060
8141,0.1630,0.0220,0.8150,50.0000,0.0326
8142,0.0300,0.0250,0.9450,200.0000,0.0060
8143,0.1630,0.0220,0.8150,50.0000,0.0326
8144,0.0300,0.0250,0.9450,200.0000,0.0060
8145,0.0300,0.0250,0.9450,200.0000,0.0060
8146,0.0300,0.0250,0.9450,200.0000,0.0060
8147,0.0300,0.0250,0.9450,200.0000,0.0060
8148,0.0300,0.0250,0.9450,200.0000,0.0060
8149,0.1630,0.0220,0.8150,50.0000,0.0326
8150,0.1630,0.0220,0.8150,50.0000,0.0326
8151,0.1630,0.0220,0.8150,50.0000,0.0326
8152,0.1630,0.0220,0.8150,50.0000,0.0326
8153,0.1630,0.0220,0.8150,50.0000,0.0326
8154,0.0300,0.0250,0.9450,200.0000,0.0060
8155,0.1630,0.0220,0.8150,50.0000,0.0326
8156,0.0300,0.0250,0.9450,200.0000,0.0060
8157,0.0300,0.0250,0.9450,200.0000,0.0060
8158,0.1630,0.0220,0.8150,50.0000,0.0326
8159,0.1630,0.0220,0.8150,50.0000,0.0326
8160,0.1630,0.0220,0.8150,50.0000,0.0326
8161,0.0300,0.0250,0.9450,200.0000,0.0060
8162,0.0300,0.0250,0.9450,200.0000,0.0060
8163,0.0300,0.0250,0.9450,200.0000,0.0060
8164,0.0300,0.0250,0.9450,200.0000,0.0060
8165,0.1630,0.0220,0.8150,50.0000,0.0326
8166,0.1630,0.0220,0.8150,50.0000,0.0326
8167,0.1630,0.0220,0.8150,50.0000,0.0326
8168,0.1630,0.0220,0.8150,50.0000,0.0326
8169,0.1630,0.0220,0.8150,50.0000,0.0326
8170,0.1630,0.0220,0.8150,50.0000,0.0326
8171,0.0300,0.0250,0.9450,200.0000,0.0060
8172,0.0300,0.0250,0.9450,200.0000,0.0060
8173,0.0300,0.0250,0.9450,200.0000,0.0060
8174,0.0300,0.0250,0.9450,200.0000,0.0060
8175,0.0300,0.0250,0.9450,200.0000,0.0060
8176,0.0300,0.0250,0.9450,200.0000,0.0060
8177,0.1630,0.0220,0.8150,50.0000,0.0326
8178,0.1630,0.0220,0.8150,50.0000,0.0326
8179,0.1630,0.0220,0.8150,50.0000,0.0326
8180,0.1630,0.0220,0.8150,50.0000,0.0326
8181,0.0300,0.0250,0.9450,200.0000,0.0060
8182,0.0300,0.0250,0.9450,200.0000,0.0060
8183,0.0300,0.0250,0.9450,200.0000,0.0060
8184,0.0300,0.0250,0.9450,200.0000,0.0060
8185,0.0300,0.0250,0.9450,200.0000,0.0060
8186,0.1630,0.0220,0.8150,50.0000,0.0326
8187,0.1630,0.0220,0.8150,50.0000,0.0326
8188,0.1630,0.0220,0.8150,50.0000,0.0326
8189,0.1630,0.0220,0.8150,50.0000,0.0326
8190,0.0300,0.0250,0.9450,200.0000,0.0060
8191,0.0300,0.0250,0.9450,200.0000,0.0060
8192,0.0300,0.0250,0.9450,200.0000,0.0060
8193,0.0300,0.0250,0.9450,200.0000,0.0060
8194,0.0300,0.0250,0.9450,200.0000,0.0060
8195,0.0300,0.0250,0.9450,200.0000,0.0060
8196,0.0300,0.0250,0.9450,200.0000,0.0060
8197,0.0300,0.0250,0.9450,200.0000,0.0060
8198,0.1630,0.0220,0.8150,50.0000,0.0326
8199,0.1630,0.0220,0.8150,50.0000,0.0326
8200,0.1630,0.0220,0.8150,50.0000,0.0326
8201,0.1630,0.0220,0.8150,50.0000,0.0326
8202,0.0300,0.0250,0.9450,200.0000,0.0060
8203,0.1630,0.0220,0.8150,50.0000,0.0326
8204,0.0300,0.0250,0.9450,200.0000,0.0060
8205,0.0300,0.0250,0.9450,200.0000,0.0060
8206,0.0300,0.0250,0.9450,200.0000,0.0060
8207,0.0300,0.0250,0.9450,200.0000,0.0060
8208,0.0300,0.0250,0.9450,200.0000,0.0060
8209,0.0300,0.0250,0.9450,200.0000,0.0060
8210,0.1630,0.0220,0.8150,50.0000,0.0326
8211,0.1630,0.0220,0.8150,50.0000,0.0326
8212,0.1630,0.0220,0.8150,50.0000,0.0326
8213,0.0300,0.0250,0.9450,200.0000,0.0060
8214,0.0300,0.0250,0.9450,200.0000,0.0060
8215,0.0300,0.0250,0.9450,200.0000,0.0060
8216,0.0300,0.0250,0.9450,200.0000,0.0060
8217,0.1630,0.0220,0.8150,50.0000,0.0326
8218,0.0300,0.0250,0.9450,200.0000,0.0060
8219,0.1630,0.0220,0.8150,50.0000,0.0326
8220,0.0300,0.0250,0.9450,200.0000,0.0060
8221,0.0300,0.0250,0.9450,200.0000,0.0060
8222,0.0300,0.0250,0.9450,200.0000,0.0060
8223,0.1630,0.0220,0.8150,50.0000,0.0326
8224,0.1630,0.0220,0.8150,50.0000,0.0326
8225,0.1630,0.0220,0.8150,50.0000,0.0326
8226,0.1630,0.0220,0.8150,50.0000,0.0326
8227,0.0300,0.0250,0.9450,200.0000,0.0060
8228,0.1630,0.0220,0.8150,50.0000,0.0326
8229,0.1630,0.0220,0.8150,50.0000,0.0326
8230,0.0300,0.0250,0.9450,200.0000,0.0060
8231,0.0300,0.0250,0.9450,200.0000,0.0060
8232,0.0300,0.0250,0.9450,200.0000,0.0060
8233,0.0300,0.0250,0.9450,200.0000,0.0060
8234,0.1630,0.0220,0.8150,50.0000,0.0326
8235,0.0300,0.0250,0.9450,200.0000,0.0060
8236,0.1630,0.0220,0.8150,50.0000,0.0326
8237,0.1630,0.0220,0.8150,50.0000,0.0326
8238,0.0300,0.0250,0.9450,200.0000,0.0060
8239,0.1630,0.0220,0.8150,50.0000,0.0326
8240,0.0300,0.0250,0.9450,200.0000,0.0060
8241,0.0300,0.0250,0.9450,200.0000,0.0060
8242,0.0300,0.0250,0.9450,200.0000,0.0060
8243,0.0300,0.0250,0.9450,200.0000,0.0060
8244,0.1630,0.0220,0.8150,50.0000,0.0326
8245,0.1630,0.0220,0.8150,50.0000,0.0326
8246,0.0300,0.0250,0.9450,200.0000,0.0060
8247,0.0300,0.0250,0.9450,200.0000,0.0060
8248,0.0300,0.0250,0.9450,200.0000,0.0060
8249,0.0300,0.0250,0.9450,200.0000,0.0060
8250,0.1630,0.0220,0.8150,50.0000,0.0326
8251,0.1630,0.0220,0.8150,50.0000,0.0326
8252,0.0300,0.0250,0.9450,200.0000,0.0060
8253,0.1630,0.0220,0.8150,50.0000,0.0326
8254,0.1630,0.0220,0.8150,50.0000,0.0326
8255,0.1630,0.0220,0.8150,50.0000,0.0326
8256,0.0300,0.0250,0.9450,200.0000,0.0060
8257,0.0300,0.0250,0.9450,200.0000,0.0060
8258,0.0300,0.0250,0.9450,200.0000,0.0060
8259,0.1630,0.0220,0.8150,50.0000,0.0326
8260,0.0300,0.0250,0.9450,200.0000,0.0060
8261,0.1630,0.0220,0.8150,50.0000,0.0326
8262,0.1630,0.0220,0.8150,50.0000,0.0326
8263,0.0300,0.0250,0.9450,200.0000,0.0060
8264,0.1630,0.0220,0.8150,50.0000,0.0326
8265,0.1630,0.0220,0.8150,50.0000,0.0326
8266,0.0300,0.0250,0.9450,200.0000,0.0060
8267,0.0300,0.0250,0.9450,200.0000,0.0060
8268,0.0300,0.0250,0.9450,200.0000,0.0060
8269,0.0300,0.0250,0.9450,200.0000,0.0060
8270,0.1630,0.0220,0.8150,50.0000,0.0326
8271,0.0300,0.0250,0.9450,200.0000,0.0060
8272,0.0300,0.0250,0.9450,200.0000,0.0060
8273,0.0300,0.0250,0.9450,200.0000,0.0060
8274,0.0300,0.0250,0.9450,200.0000,0.0060
8275,0.0300,0.0250,0.9450,200.0000,0.0060
8276,0.1630,0.0220,0.8150,50.0000,0.0326
8277,0.0300,0.0250,0.9450,200.0000,0.0060
8278,0.1630,0.0220,0.8150,50.0000,0.0326
8279,0.0300,0.0250,0.9450,200.0000,0.0060
8280,0.1630,0.0220,0.8150,50.0000,0.0326
8281,0.1630,0.0220,0.8150,50.0000,0.0326
8282,0.1630,0.0220,0.8150,50.0000,0.0326
8283,0.0300,0.0250,0.9450,200.0000,0.0060
8284,0.0300,0.0250,0.9450,200.0000,0.0060
8285,0.1630,0.0220,0.8150,50.0000,0.0326
8286,0.1630,0.0220,0.8150,50.0000,0.0326
8287,0.1630,0.0220,0.8150,50.0000,0.0326
8288,0.0300,0.0250,0.9450,200.0000,0.0060
8289,0.1630,0.0220,0.8150,50.0000,0.0326
8290,0.1630,0.0220,0.8150,50.0000,0.0326
8291,0.1630,0.0220,0.8150,50.0000,0.0326
8292,0.0300,0.0250,0.9450,200.0000,0.0060
8293,0.0300,0.0250,0.9450,200.0000,0.0060
8294,0.0300,0.0250,0.9450,200.0000,0.0060
8295,0.0300,0.0250,0.9450,200.0000,0.0060
8296,0.0300,0.0250,0.9450,200.0000,0.0060
8297,0.0300,0.0250,0.9450,200.0000,0.0060
8298,0.0300,0.0250,0.9450,200.0000,0.0060
8299,0.0300,0.0250,0.9450,200.0000,0.0060
8300,0.1630,0.0220,0.8150,50.0000,0.0326
8301,0.1630,0.0220,0.8150,50.0000,0.0326
8302,0.1630,0.0220,0.8150,50.0000,0.0326
8303,0.0300,0.0250,0.9450,200.0000,0.0060
8304,0.1630,0.0220,0.8150,50.0000,0.0326
8305,0.0300,0.0250,0.9450,200.0000,0.0060
8306,0.1630,0.0220,0.8150,50.0000,0.0326
8307,0.1630,0.0220,0.8150,50.0000,0.0326
8308,0.1630,0.0220,0.8150,50.0000,0.0326
8309,0.0300,0.0250,0.9450,200.0000,0.0060
8310,0.1630,0.0220,0.8150,50.0000,0.0326
8311,0.1630,0.0220,0.8150,50.0000,0.0326
8312,0.1630,0.0220,0.8150,50.0000,0.0326
8313,0.1630,0.0220,0.8150,50.0000,0.0326
8314,0.1630,0.0220,0.8150,50.0000,0.0326
8315,0.0300,0.0250,0.9450,200.0000,0.0060
8316,0.0300,0.0250,0.9450,200.0000,0.0060
8317,0.0300,0.0250,0.9450,200.0000,0.0060
8318,0.0300,0.0250,0.9450,200.0000,0.0060
8319,0.0300,0.0250,0.9450,200.0000,0.0060
8320,0.0300,0.0250,0.9450,200.0000,0.0060
8321,0.0300,0.0250,0.9450,200.0000,0.0060
8322,0.1630,0.0220,0.8150,50.0000,0.0326
8323,0.0300,0.0250,0.9450,200.0000,0.0060
8324,0.1630,0.0220,0.8150,50.0000,0.0326
8325,0.0300,0.0250,0.9450,200.0000,0.0060
8326,0.1630,0.0220,0.8150,50.0000,0.0326
8327,0.0300,0.0250,0.9450,200.0000,0.0060
8328,0.0300,0.0250,0.9450,200.0000,0.0060
8329,0.1630,0.0220,0.8150,50.0000,0.0326
8330,0.1630,0.0220,0.8150,50.0000,0.0326
8331,0.1630,0.0220,0.8150,50.0000,0.0326
8332,0.1630,0.0220,0.8150,50.0000,0.0326
8333,0.1630,0.0220,0.8150,50.0000,0.0326
8334,0.1630,0.0220,0.8150,50.0000,0.0326
8335,0.1630,0.0220,0.8150,50.0000,0.0326
8336,0.0300,0.0250,0.9450,200.0000,0.0060
8337,0.0300,0.0250,0.9450,200.0000,0.0060
8338,0.0300,0.0250,0.9450,200.0000,0.0060
8339,0.0300,0.0250,0.9450,200.0000,0.0060
8340,0.1630,0.0220,0.8150,50.0000,0.0326
8341,0.0300,0.0250,0.9450,200.0000,0.0060
8342,0.1630,0.0220,0.8150,50.0000,0.0326
8343,0.0300,0.0250,0.9450,200.0000,0.0060
8344,0.1630,0.0220,0.8150,50.0000,0.0326
8345,0.0300,0.0250,0.9450,200.0000,0.0060
8346,0.1630,0.0220,0.8150,50.0000,0.0326
8347,0.1630,0.0220,0.8150,50.0000,0.0326
8348,0.0300,0.0250,0.9450,200.0000,0.0060
8349,0.0300,0.0250,0.9450,200.0000,0.0060
8350,0.0300,0.0250,0.9450,200.0000,0.0060
8351,0.0300,0.0250,0.9450,200.0000,0.0060
8352,0.0300,0.0250,0.9450,200.0000,0.0060
8353,0.1630,0.0220,0.8150,50.0000,0.0326
8354,0.1630,0.0220,0.8150,50.0000,0.0326
8355,0.1630,0.0220,0.8150,50.0000,0.0326
8356,0.1630,0.0220,0.8150,50.0000,0.0326
8357,0.1630,0.0220,0.8150,50.0000,0.0326
8358,0.0300,0.0250,0.9450,200.0000,0.0060
8359,0.0300,0.0250,0.9450,200.0000,0.0060
8360,0.0300,0.0250,0.9450,200.0000,0.0060
8361,0.0300,0.0250,0.9450,200.0000,0.0060
8362,0.0300,0.0250,0.9450,200.0000,0.0060
8363,0.0300,0.0250,0.9450,200.0000,0.0060
8364,0.0300,0.0250,0.9450,200.0000,0.0060
8365,0.1630,0.0220,0.8150,50.0000,0.0326
8366,0.0300,0.0250,0.9450,200.0000,0.0060
8367,0.1630,0.0220,0.8150,50.0000,0.0326
8368,0.1630,0.0220,0.8150,50.0000,0.0326
8369,0.0300,0.0250,0.9450,200.0000,0.0060
8370,0.0300,0.0250,0.9450,200.0000,0.0060
8371,0.1630,0.0220,0.8150,50.0000,0.0326
8372,0.0300,0.0250,0.9450,200.0000,0.0060
8373,0.0300,0.0250,0.9450,200.0000,0.0060
8374,0.1630,0.0220,0.8150,50.0000,0.0326
8375,0.1630,0.0220,0.8150,50.0000,0.0326
8376,0.1630,0.0220,0.8150,50.0000,0.0326
8377,0.1630,0.0220,0.8150,50.0000,0.0326
8378,0.1630,0.0220,0.8150,50.0000,0.0326
8379,0.1630,0.0220,0.8150,50.0000,0.0326
8380,0.0300,0.0250,0.9450,200.0000,0.0060
8381,0.0300,0.0250,0.9450,200.0000,0.0060
8382,0.0300,0.0250,0.9450,200.0000,0.0060
8383,0.0300,0.0250,0.9450,200.0000,0.0060
8384,0.0300,0.0250,0.9450,200.0000,0.0060
8385,0.0300,0.0250,0.9450,200.0000,0.0060
8386,0.1630,0.0220,0.8150,50.0000,0.0326
8387,0.0300,0.0250,0.9450,200.0000,0.0060
8388,0.0300,0.0250,0.9450,200.0000,0.0060
8389,0.0300,0.0250,0.9450,200.0000,0.0060
8390,0.0300,0.0250,0.9450,200.0000,0.0060
8391,0.1630,0.0220,0.8150,50.0000,0.0326
8392,0.1630,0.0220,0.8150,50.0000,0.0326
8393,0.1630,0.0220,0.8150,50.0000,0.0326
8394,0.1630,0.0220,0.8150,50.0000,0.0326
8395,0.0300,0.0250,0.9450,200.0000,0.0060
8396,0.1630,0.0220,0.8150,50.0000,0.0326
8397,0.1630,0.0220,0.8150,50.0000,0.0326
8398,0.1630,0.0220,0.8150,50.0000,0.0326
8399,0.1630,0.0220,0.8150,50.0000,0.0326
8400,0.0300,0.0250,0.9450,200.0000,0.0060
8401,0.0300,0.0250,0.9450,200.0000,0.0060
8402,0.0300,0.0250,0.9450,200.0000,0.0060
8403,0.0300,0.0250,0.9450,200.0000,0.0060
8404,0.0300,0.0250,0.9450,200.0000,0.0060
8405,0.0300,0.0250,0.9450,200.0000,0.0060
8406,0.0300,0.0250,0.9450,200.0000,0.0060
8407,0.1630,0.0220,0.8150,50.0000,0.0326
8408,0.1630,0.0220,0.8150,50.0000,0.0326
8409,0.0300,0.0250,0.9450,200.0000,0.0060
8410,0.1630,0.0220,0.8150,50.0000,0.0326
8411,0.1630,0.0220,0.8150,50.0000,0.0326
8412,0.1630,0.0220,0.8150,50.0000,0.0326
8413,0.1630,0.0220,0.8150,50.0000,0.0326
8414,0.0300,0.0250,0.9450,200.0000,0.0060
8415,0.1630,0.0220,0.8150,50.0000,0.0326
8416,0.0300,0.0250,0.9450,200.0000,0.0060
8417,0.1630,0.0220,0.8150,50.0000,0.0326
8418,0.1630,0.0220,0.8150,50.0000,0.0326
8419,0.0300,0.0250,0.9450,200.0000,0.0060
8420,0.0300,0.0250,0.9450,200.0000,0.0060
8421,0.0300,0.0250,0.9450,200.0000,0.0060
8422,0.0300,0.0250,0.9450,200.0000,0.0060
8423,0.0300,0.0250,0.9450,200.0000,0.0060
8424,0.0300,0.0250,0.9450,200.0000,0.0060
8425,0.0300,0.0250,0.9450,200.0000,0.0060
8426,0.1630,0.0220,0.8150,50.0000,0.0326
8427,0.1630,0.0220,0.8150,50.0000,0.0326
8428,0.1630,0.0220,0.8150,50.0000,0.0326
8429,0.1630,0.0220,0.8150,50.0000,0.0326
8430,0.1630,0.0220,0.8150,50.0000,0.0326
8431,0.0300,0.0250,0.9450,200.0000,0.0060
8432,0.1630,0.0220,0.8150,50.0000,0.0326
8433,0.0300,0.0250,0.9450,200.0000,0.0060
8434,0.1630,0.0220,0.8150,50.0000,0.0326
8435,0.0300,0.0250,0.9450,200.0000,0.0060
8436,0.1630,0.0220,0.8150,50.0000,0.0326
8437,0.0300,0.0250,0.9450,200.0000,0.0060
8438,0.0300,0.0250,0.9450,200.0000,0.0060
8439,0.0300,0.0250,0.9450,200.0000,0.0060
8440,0.1630,0.0220,0.8150,50.0000,0.0326
8441,0.0300,0.0250,0.9450,200.0000,0.0060
8442,0.0300,0.0250,0.9450,200.0000,0.0060
8443,0.0300,0.0250,0.9450,200.0000,0.0060
8444,0.0300,0.0250,0.9450,200.0000,0.0060
8445,0.0300,0.0250,0.9450,200.0000,0.0060
8446,0.1630,0.0220,0.8150,50.0000,0.0326
8447,0.1630,0.0220,0.8150,50.0000,0.0326
8448,0.1630,0.0220,0.8150,50.0000,0.0326
8449,0.1630,0.0220,0.8150,50.0000,0.0326
8450,0.1630,0.0220,0.8150,50.0000,0.0326
8451,0.0300,0.0250,0.9450,200.0000,0.0060
8452,0.1630,0.0220,0.8150,50.0000,0.0326
8453,0.0300,0.0250,0.9450,200.0000,0.0060
8454,0.1630,0.0220,0.8150,50.0000,0.0326
8455,0.0300,0.0250,0.9450,200.0000,0.0060
8456,0.0300,0.0250,0.9450,200.0000,0.0060
8457,0.0300,0.0250,0.9450,200.0000,0.0060
8458,0.0300,0.0250,0.9450,200.0000,0.0060
8459,0.1630,0.0220,0.8150,50.0000,0.0326
8460,0.0300,0.0250,0.9450,200.0000,0.0060
8461,0.1630,0.0220,0.8150,50.0000,0.0326
8462,0.0300,0.0250,0.9450,200.0000,0.0060
8463,0.0300,0.0250,0.9450,200.0000,0.0060
8464,0.0300,0.0250,0.9450,200.0000,0.0060
8465,0.0300,0.0250,0.9450,200.0000,0.0060
8466,0.0300,0.0250,0.9450,200.0000,0.0060
8467,0.0300,0.0250,0.9450,200.0000,0.0060
8468,0.1630,0.0220,0.8150,50.0000,0.0326
8469,0.1630,0.0220,0.8150,50.0000,0.0326
8470,0.1630,0.0220,0.8150,50.0000,0.0326
8471,0.1630,0.0220,0.8150,50.0000,0.0326
8472,0.1630,0.0220,0.8150,50.0000,0.0326
8473,0.0300,0.0250,0.9450,200.0000,0.0060
8474,0.1630,0.0220,0.8150,50.0000,0.0326
8475,0.0300,0.0250,0.9450,200.0000,0.0060
8476,0.0300,0.0250,0.9450,200.0000,0.0060
8477,0.1630,0.0220,0.8150,50.0000,0.0326
8478,0.0300,0.0250,0.9450,200.0000,0.0060
8479,0.0300,0.0250,0.9450,200.0000,0.0060
8480,0.0300,0.0250,0.9450,200.0000,0.0060
8481,0.0300,0.0250,0.9450,200.0000,0.0060
8482,0.0300,0.0250,0.9450,200.0000,0.0060
8483,0.1630,0.0220,0.8150,50.0000,0.0326
8484,0.0300,0.0250,0.9450,200.0000,0.0060
8485,0.1630,0.0220,0.8150,50.0000,0.0326
8486,0.1630,0.0220,0.8150,50.0000,0.0326
8487,0.0300,0.0250,0.9450,200.0000,0.0060
8488,0.0300,0.0250,0.9450,200.0000,0.0060
8489,0.0300,0.0250,0.9450,200.0000,0.0060
8490,0.0300,0.0250,0.9450,200.0000,0.0060
8491,0.0300,0.0250,0.9450,200.0000,0.0060
8492,0.0300,0.0250,0.9450,200.0000,0.0060
8493,0.0300,0.0250,0.9450,200.0000,0.0060
8494,0.1630,0.0220,0.8150,50.0000,0.0326
8495,0.1630,0.0220,0.8150,50.0000,0.0326
8496,0.1630,0.0220,0.8150,50.0000,0.0326
8497,0.1630,0.0220,0.8150,50.0000,0.0326
8498,0.1630,0.0220,0.8150,50.0000,0.0326
8499,0.0300,0.0250,0.9450,200.0000,0.0060
8500,0.0300,0.0250,0.9450,200.0000,0.0060
8501,0.0300,0.0250,0.9450,200.0000,0.0060
8502,0.0300,0.0250,0.9450,200.0000,0.0060
8503,0.0300,0.0250,0.9450,200.0000,0.0060
8504,0.0300,0.0250,0.9450,200.0000,0.0060
8505,0.0300,0.0250,0.9450,200.0000,0.0060
8506,0.0300,0.0250,0.9450,200.0000,0.0060
8507,0.1630,0.0220,0.8150,50.0000,0.0326
8508,0.0300,0.0250,0.9450,200.0000,0.0060
8509,0.1630,0.0220,0.8150,50.0000,0.0326
8510,0.1630,0.0220,0.8150,50.0000,0.0326
8511,0.1630,0.0220,0.8150,50.0000,0.0326
8512,0.0300,0.0250,0.9450,200.0000,0.0060
8513,0.0300,0.0250,0.9450,200.0000,0.0060
8514,0.0300,0.0250,0.9450,200.0000,0.0060
8515,0.0300,0.0250,0.9450,200.0000,0.0060
8516,0.0300,0.0250,0.9450,200.0000,0.0060
8517,0.1630,0.0220,0.8150,50.0000,0.0326
8518,0.1630,0.0220,0.8150,50.0000,0.0326
8519,0.1630,0.0220,0.8150,50.0000,0.0326
8520,0.1630,0.0220,0.8150,50.0000,0.0326
8521,0.1630,0.0220,0.8150,50.0000,0.0326
8522,0.0300,0.0250,0.9450,200.0000,0.0060
8523,0.0300,0.0250,0.9450,200.0000,0.0060
8524,0.0300,0.0250,0.9450,200.0000,0.0060
8525,0.0300,0.0250,0.9450,200.0000,0.0060
8526,0.0300,0.0250,0.9450,200.0000,0.0060
8527,0.0300,0.0250,0.9450,200.0000,0.0060
8528,0.0300,0.0250,0.9450,200.0000,0.0060
8529,0.1630,0.0220,0.8150,50.0000,0.0326
8530,0.1630,0.0220,0.8150,50.0000,0.0326
8531,0.1630,0.0220,0.8150,50.0000,0.0326
8532,0.0300,0.0250,0.9450,200.0000,0.0060
8533,0.1630,0.0220,0.8150,50.0000,0.0326
8534,0.1630,0.0220,0.8150,50.0000,0.0326
8535,0.1630,0.0220,0.8150,50.0000,0.0326
8536,0.0300,0.0250,0.9450,200.0000,0.0060
8537,0.0300,0.0250,0.9450,200.0000,0.0060
8538,0.0300,0.0250,0.9450,200.0000,0.0060
8539,0.1630,0.0220,0.8150,50.0000,0.0326
8540,0.1630,0.0220,0.8150,50.0000,0.0326
8541,0.0300,0.0250,0.9450,200.0000,0.0060
8542,0.1630,0.0220,0.8150,50.0000,0.0326
8543,0.0300,0.0250,0.9450,200.0000,0.0060
8544,0.0300,0.0250,0.9450,200.0000,0.0060
8545,0.0300,0.0250,0.9450,200.0000,0.0060
8546,0.0300,0.0250,0.9450,200.0000,0.0060
8547,0.0300,0.0250,0.9450,200.0000,0.0060
8548,0.0300,0.0250,0.9450,200.0000,0.0060
8549,0.0300,0.0250,0.9450,200.0000,0.0060
8550,0.0300,0.0250,0.9450,200.0000,0.0060
8551,0.1630,0.0220,0.8150,50.0000,0.0326
8552,0.1630,0.0220,0.8150,50.0000,0.0326
8553,0.1630,0.0220,0.8150,50.0000,0.0326
8554,0.0300,0.0250,0.9450,200.0000,0.0060
8555,0.1630,0.0220,0.8150,50.0000,0.0326
8556,0.0300,0.0250,0.9450,200.0000,0.0060
8557,0.1630,0.0220,0.8150,50.0000,0.0326
8558,0.1630,0.0220,0.8150,50.0000,0.0326
8559,0.1630,0.0220,0.8150,50.0000,0.0326
8560,0.0300,0.0250,0.9450,200.0000,0.0060
8561,0.1630,0.0220,0.8150,50.0000,0.0326
8562,0.0300,0.0250,0.9450,200.0000,0.0060
8563,0.0300,0.0250,0.9450,200.0000,0.0060
8564,0.0300,0.0250,0.9450,200.0000,0.0060
8565,0.0300,0.0250,0.9450,200.0000,0.0060
8566,0.0300,0.0250,0.9450,200.0000,0.0060
8567,0.0300,0.0250,0.9450,200.0000,0.0060
8568,0.0300,0.0250,0.9450,200.0000,0.0060
8569,0.0300,0.0250,0.9450,200.0000,0.0060
8570,0.0300,0.0250,0.9450,200.0000,0.0060
8571,0.1630,0.0220,0.8150,50.0000,0.0326
8572,0.1630,0.0220,0.8150,50.0000,0.0326
8573,0.1630,0.0220,0.8150,50.0000,0.0326
8574,0.0300,0.0250,0.9450,200.0000,0.0060
8575,0.1630,0.0220,0.8150,50.0000,0.0326
8576,0.0300,0.0250,0.9450,200.0000,0.0060
8577,0.1630,0.0220,0.8150,50.0000,0.0326
8578,0.1630,0.0220,0.8150,50.0000,0.0326
8579,0.1630,0.0220,0.8150,50.0000,0.0326
8580,0.1630,0.0220,0.8150,50.0000,0.0326
8581,0.0300,0.0250,0.9450,200.0000,0.0060
8582,0.0300,0.0250,0.9450,200.0000,0.0060
8583,0.0300,0.0250,0.9450,200.0000,0.0060
8584,0.0300,0.0250,0.9450,200.0000,0.0060
8585,0.0300,0.0250,0.9450,200.0000,0.0060
8586,0.0300,0.0250,0.9450,200.0000,0.0060
8587,0.0300,0.0250,0.9450,200.0000,0.0060
8588,0.0300,0.0250,0.9450,200.0000,0.0060
8589,0.0300,0.0250,0.9450,200.0000,0.0060
8590,0.1630,0.0220,0.8150,50.0000,0.0326
8591,0.1630,0.0220,0.8150,50.0000,0.0326
8592,0.1630,0.0220,0.8150,50.0000,0.0326
8593,0.0300,0.0250,0.9450,200.0000,0.0060
8594,0.0300,0.0250,0.9450,200.0000,0.0060
8595,0.1630,0.0220,0.8150,50.0000,0.0326
8596,0.0300,0.0250,0.9450,200.0000,0.0060
8597,0.1630,0.0220,0.8150,50.0000,0.0326
8598,0.1630,0.0220,0.8150,50.0000,0.0326
8599,0.1630,0.0220,0.8150,50.0000,0.0326
8600,0.1630,0.0220,0.8150,50.0000,0.0326
8601,0.0300,0.0250,0.9450,200.0000,0.0060
8602,0.0300,0.0250,0.9450,200.0000,0.0060
8603,0.0300,0.0250,0.9450,200.0000,0.0060
8604,0.0300,0.0250,0.9450,200.0000,0.0060
8605,0.0300,0.0250,0.9450,200.0000,0.0060
8606,0.0300,0.0250,0.9450,200.0000,0.0060
8607,0.0300,0.0250,0.9450,200.0000,0.0060
8608,0.0300,0.0250,0.9450,200.0000,0.0060
8609,0.1630,0.0220,0.8150,50.0000,0.0326
8610,0.1630,0.0220,0.8150,50.0000,0.0326
8611,0.1630,0.0220,0.8150,50.0000,0.0326
8612,0.0300,0.0250,0.9450,200.0000,0.0060
8613,0.1630,0.0220,0.8150,50.0000,0.0326
8614,0.0300,0.0250,0.9450,200.0000,0.0060
8615,0.0300,0.0250,0.9450,200.0000,0.0060
8616,0.0300,0.0250,0.9450,200.0000,0.0060
8617,0.1630,0.0220,0.8150,50.0000,0.0326
8618,0.1630,0.0220,0.8150,50.0000,0.0326
8619,0.1630,0.0220,0.8150,50.0000,0.0326
8620,0.0300,0.0250,0.9450,200.0000,0.0060
8621,0.0300,0.0250,0.9450,200.0000,0.0060
8622,0.0300,0.0250,0.9450,200.0000,0.0060
8623,0.0300,0.0250,0.9450,200.0000,0.0060
