"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",29/9/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales",49.00,"0.0145"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",29/9/2022 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",49.00,"0.0121"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",29/9/2022 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",30088.00,"1.8053"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",29/9/2022 0:00:00,"CHLOROPHYCEAE","Monoraphidium  (small)",1747.00,"0.0279"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",29/9/2022 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",97.00,"0.0310"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",29/9/2022 0:00:00,"CYANOPHYCEAE","Planktolyngbya",631.00,"0.0024"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",29/9/2022 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",469766.00,"2.4662"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",29/9/2022 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",49.00,"0.0242"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",29/9/2022 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",1407.00,"0.1125"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",29/9/2022 0:00:00,"OTHER PHYTOPLANKTON","Raphidophytes",49.00,"0.3397"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",,"TOTAL_ALGAE",,503932.00,"4.8362"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS_MELB","22-70934"," 7791231","3.2km Sth of Salt Ck",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
