Report ID: 368113,,,,,,,,,
Project ID: AWQC-185643,,,,,,,,,
Disclaimer: The data contained in this spreadsheet has been prepared by SA Water at your request and is subject to the terms and conditions of contract between SA Water and your company.  SA Water accepts no liability for and gives no undertakings or warranties concerning the accuracy completeness or fitness for purpose of this data for use by your company or any third party,,,,,,,,,
Sample ID,Sampled Date,Received Date,Sampling Point,S Point Description,Sample Description,Test Name,Result Name,Result Value,Units
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,TKN as N,"TKN as Nitrogen",3.70,mg/L
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Phosphorus - Total,"Phosphorus - Total",0.129,mg/L
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Chlorophyll a & Phaeophytin a,"Chlorophyll a",111,µg/L
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Chlorophyll a & Phaeophytin a,"Phaeophytin a",41.5,µg/L
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Count - Total,"Algae - Total",1250000,cells/mL
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Count - Total,"Blue Green Algae - Total",0,cells/mL
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Count - Total,"Diatoms - Total",10,cells/mL
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Count - Total,"Geosmin-MIB producing BGA - Total",0,cells/mL
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Count - Total,"Green Algae - Total",1250000,cells/mL
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Count - Total,"Toxin producing BGA - Total",0,cells/mL
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Biovolume,"Algal Biovolume Comment",Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Biovolume,"Chlorella",50.8,mm3/L
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Biovolume,"Nitzschia",0.01,mm3/L
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Biovolume,"Total Algae Biovolume",Not Calculated,mm3/L
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Biovolume,"Total Blue_Green Algae Biovolume",0.00,mm3/L
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Biovolume,"Total Diatom Biovolume",0.01,mm3/L
2023-006-2272,27/07/2023 09:05:00 AM,27/07/2023 04:27:00 PM,531012,EPA - Sth Policeman Point,,Algal Biovolume,"Total Green Algae Biovolume",Not Calculated,mm3/L
